"worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","completion_code","guilt_1_1","guilt_2_1","guilt_3_1","curiosity_1_1","curiosity_2_1","curiosity_3_1","outrage_1_1","outrage_2_1","outrage_3_1","enjoy_1_1","enjoy_2_1","enjoy_3_1","comp_1","comp_2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","participantId","chatbot_farewell_message","actual_farewell","condition","id"
"Anonymized","2025-05-24 05:57:42","2025-05-24 06:30:43","0","Anonymized","19","1981","0","2025-05-31 06:30:45","R_7Ut5Ngb1b6gcsVP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",493
"Anonymized","2025-05-24 07:32:06","2025-05-24 07:55:59","0","Anonymized","100","1433","1","2025-05-24 07:55:59","R_6PnPOlUffin0LSx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0235-0842-4012-4844","10","5","50","60","60","60","35","10","30","52","48","50","2","1","1","","3","","49","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",863
"Anonymized","2025-05-24 04:13:13","2025-05-24 04:47:14","0","Anonymized","100","2040","1","2025-05-24 04:47:14","R_5dMMlbXPQrUTS2t","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7401-9650-3920-2399","93","58","93","88","86","82","2","3","3","82","81","82","2","1","2","","4","","71","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",287
"Anonymized","2025-05-24 09:54:16","2025-05-24 10:12:59","0","Anonymized","100","1123","1","2025-05-24 10:13:00","R_1IzbTf6g2PlAkZ3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5949-8620-3430-0797","12","11","11","25","22","22","26","26","23","18","25","28","2","1","1","","1","","38","4","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",1313
"Anonymized","2025-05-24 09:48:37","2025-05-24 10:07:25","0","Anonymized","100","1128","1","2025-05-24 10:07:26","R_3qIkfPAQMWpU6fD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9363-8738-3319-8090","40","0","0","40","40","55","0","0","0","40","60","40","2","1","1","","3","","34","5","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1269
"Anonymized","2025-05-24 08:01:51","2025-05-24 08:20:59","0","Anonymized","100","1148","1","2025-05-24 08:21:00","R_6ZIesPv9wXiyNXa","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3882-0579-1053-0797","50","50","50","80","82","83","16","17","16","83","82","86","2","1","2","","1","","32","3","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",963
"Anonymized","2025-05-24 09:14:10","2025-05-24 09:35:49","0","Anonymized","100","1299","1","2025-05-24 09:35:50","R_5BLHfnEdYJ3oBvH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1291-8262-0212-3603","0","3","20","60","25","60","0","0","0","0","3","0","2","1","1","","1","","41","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1154
"Anonymized","2025-05-24 06:53:22","2025-05-24 07:14:04","0","Anonymized","100","1241","1","2025-05-24 07:14:04","R_1egVkMZILYTtY0R","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9926-9826-9499-5706","14","15","16","18","17","18","11","14","12","61","71","61","2","1","2","","3","","38","2","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",725
"Anonymized","2025-05-24 08:07:24","2025-05-24 08:27:14","0","Anonymized","100","1190","1","2025-05-24 08:27:14","R_5V1NDQZ0Rz5JuDH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7120-2771-0116-5709","24","4","37","96","87","93","0","4","0","100","97","100","2","1","2","","3","","58","5","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",999
"Anonymized","2025-05-24 11:05:01","2025-05-24 11:26:38","0","Anonymized","100","1296","1","2025-05-24 11:26:38","R_5HBndaoyLxR9hLI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3536-2694-4675-2173","100","100","100","70","70","70","51","55","51","40","50","40","2","1","1","","3","","42","1","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1357
"Anonymized","2025-05-24 07:31:52","2025-05-24 07:55:06","0","Anonymized","100","1393","1","2025-05-24 07:55:07","R_3lFCfktPj0JEjmP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7675-9554-5794-1744","49","59","67","46","51","44","35","66","39","60","59","58","2","1","2","","3","","41","2","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",872
"Anonymized","2025-05-24 09:46:28","2025-05-24 10:14:52","0","Anonymized","100","1703","1","2025-05-24 10:14:55","R_6DRCRi9W8j3maaV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6515-0367-4126-9287","61","61","36","68","40","81","11","14","7","63","63","59","2","1","2","","2","","24","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",1249
"Anonymized","2025-05-24 09:46:03","2025-05-24 10:06:32","0","Anonymized","100","1229","1","2025-05-24 10:06:33","R_5PuNbHx54epCjO9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4322-3330-8314-3867","28","29","28","93","61","92","27","82","60","55","52","53","2","1","2","","3","","44","1","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1253
"Anonymized","2025-05-24 07:21:14","2025-05-24 07:42:14","0","Anonymized","100","1259","1","2025-05-24 07:42:14","R_1DSuDm1nK9yEPGc","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9875-9924-8939-1596","59","14","61","29","13","16","0","0","0","50","71","73","2","1","2","","3","","38","5","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",811
"Anonymized","2025-05-24 08:22:11","2025-05-24 08:46:07","0","Anonymized","100","1436","1","2025-05-24 08:46:07","R_3FEndemvFsrtduh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7724-8544-9960-8441","90","100","100","80","80","100","0","0","0","100","100","100","2","1","2","","1","","38","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1061
"Anonymized","2025-05-24 01:37:13","2025-05-24 02:11:29","0","Anonymized","100","2055","1","2025-05-24 02:11:29","R_3dRM2IxH9XqgKwm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2761-5361-8071-0030","72","53","71","77","83","71","72","78","70","64","76","62","2","1","2","","1","","39","1","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",103
"Anonymized","2025-05-24 09:19:05","2025-05-24 09:51:34","0","Anonymized","100","1948","1","2025-05-24 09:51:34","R_1Kp3wGyAxYUGIbU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4779-9637-2037-9379","0","0","0","40","24","30","16","59","0","16","0","27","2","1","2","","1","","22","3","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1222
"Anonymized","2025-05-24 05:25:04","2025-05-24 06:00:45","0","Anonymized","100","2141","1","2025-05-24 06:00:46","R_6qpsWrx70VqqlMb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3557-9874-9209-1783","74","84","55","100","100","100","1","0","2","100","100","93","2","1","2","","1","","52","4","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",412
"Anonymized","2025-05-24 06:12:53","2025-05-24 06:32:42","0","Anonymized","100","1188","1","2025-05-24 06:32:42","R_5EFYBKsaxbAAjfN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3955-8737-8490-1223","0","0","0","0","0","0","100","100","100","0","0","0","2","1","1","","3","","61","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",533
"Anonymized","2025-05-24 03:34:32","2025-05-24 03:57:09","0","Anonymized","100","1357","1","2025-05-24 03:57:10","R_1PaRqUsZGq4NJTt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2029-9984-0479-3870","7","8","9","29","50","18","8","12","8","33","50","50","2","1","2","","1","","58","7","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",233
"Anonymized","2025-05-24 06:43:23","2025-05-24 07:06:13","0","Anonymized","100","1370","1","2025-05-24 07:06:14","R_782ZDTn5AFrISVX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3325-7756-8152-5011","16","63","8","14","18","23","0","0","0","8","42","38","2","1","1","","2","","28","5","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",671
"Anonymized","2025-05-24 01:23:34","2025-05-24 01:45:03","0","Anonymized","100","1289","1","2025-05-24 01:45:04","R_6CJuuIdlmvKFV72","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1366-8665-1927-7581","5","0","0","70","20","20","0","0","0","75","90","70","2","1","2","","3","","52","3","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",64
"Anonymized","2025-05-24 09:14:39","2025-05-24 09:20:00","0","Anonymized","19","320","0","2025-05-31 09:20:01","R_5HByP5apfJYMORt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",1161
"Anonymized","2025-05-24 09:27:41","2025-05-24 09:56:54","0","Anonymized","100","1753","1","2025-05-24 09:56:55","R_3gu5LodC61K2fCQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6718-7758-6529-9258","0","0","0","0","0","0","0","23","0","0","0","0","2","1","2","","3","","32","2","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",1223
"Anonymized","2025-05-24 07:17:31","2025-05-24 07:38:34","0","Anonymized","100","1263","1","2025-05-24 07:38:35","R_5mK2NB56H6LE5jZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5342-6642-8941-9439","100","100","100","100","100","100","0","0","0","100","100","100","2","1","1","","3","","58","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",783
"Anonymized","2025-05-24 09:40:38","2025-05-24 10:08:05","0","Anonymized","100","1646","1","2025-05-24 10:08:05","R_70IDSSIy8cRjWTv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3713-9592-9973-1051","8","6","6","10","12","11","12","13","14","6","0","17","2","1","2","","3","","65","4","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",1228
"Anonymized","2025-05-24 07:42:44","2025-05-24 08:02:32","0","Anonymized","100","1188","1","2025-05-24 08:02:33","R_3EmHf2HkJDS54IO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5536-4991-5557-5777","73","66","50","85","77","79","0","0","0","83","86","84","2","1","1","","4","","32","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",907
"Anonymized","2025-05-24 01:07:48","2025-05-24 01:31:56","0","Anonymized","100","1447","1","2025-05-24 01:31:56","R_1gjCWjcmrOr380o","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2053-3176-8060-1539","23","20","0","76","80","70","10","9","17","67","55","58","2","1","1","","3","","21","3","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",47
"Anonymized","2025-05-24 08:07:32","2025-05-24 08:26:26","0","Anonymized","19","1133","0","2025-05-31 08:26:35","R_5y1Qnd12LRZlJvB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1006
"Anonymized","2025-05-24 07:55:22","2025-05-24 08:15:05","0","Anonymized","100","1183","1","2025-05-24 08:15:05","R_3mLeV7zI3rI59a9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0979-8728-5931-0630","0","0","0","0","0","0","0","64","0","0","0","0","2","1","2","","3","","46","1","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",955
"Anonymized","2025-05-24 06:51:47","2025-05-24 07:13:10","0","Anonymized","100","1283","1","2025-05-24 07:13:10","R_5oGU3RdesSgrEeu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6113-1725-7980-7919","0","0","0","100","100","100","0","0","0","100","100","100","2","1","1","","3","","37","1","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",707
"Anonymized","2025-05-24 05:23:03","2025-05-24 05:40:45","0","Anonymized","100","1061","1","2025-05-24 05:40:45","R_1dtpqh5okdDkTN3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1663-8008-1714-6024","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","","3","","34","1","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",398
"Anonymized","2025-05-24 07:18:43","2025-05-24 07:42:01","0","Anonymized","100","1397","1","2025-05-24 07:42:01","R_3kBNFVgA2ioofU0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3073-8537-2306-9330","0","10","10","50","50","60","0","0","0","50","50","50","2","1","1","","3","","67","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",796
"Anonymized","2025-05-24 01:37:34","2025-05-24 01:58:48","0","Anonymized","100","1273","1","2025-05-24 01:58:48","R_1q1CWvqWLlqAODb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4243-7846-0378-4286","84","82","81","67","63","58","10","18","16","73","75","66","2","1","1","","2","","34","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",98
"Anonymized","2025-05-24 09:11:44","2025-05-24 09:52:06","0","Anonymized","100","2421","1","2025-05-24 09:52:06","R_77UQIQ72Khd245H","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2859-1671-5935-1610","0","1","0","0","0","0","0","0","0","9","60","0","2","1","2","","3","","36","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",1131
"Anonymized","2025-05-24 06:58:04","2025-05-24 08:01:19","0","Anonymized","100","3794","1","2025-05-24 08:01:20","R_5lsBkNcQfr9CLlO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6031-0493-8259-8614","28","51","53","73","66","64","20","16","18","85","78","88","2","1","1","","3","","28","5","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",744
"Anonymized","2025-05-24 06:24:15","2025-05-24 06:42:53","0","Anonymized","100","1118","1","2025-05-24 06:42:53","R_5aWwluPyzJ4obEl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1289-8996-4497-7925","0","0","0","100","83","91","0","0","0","71","76","66","2","1","1","","3","","21","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",578
"Anonymized","2025-05-24 04:15:40","2025-05-24 04:35:56","0","Anonymized","100","1215","1","2025-05-24 04:35:56","R_5CqVlHYAAw1yf4c","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5450-9118-6708-9533","30","40","20","96","95","96","0","0","0","82","84","81","2","1","2","","3","","32","2","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",283
"Anonymized","2025-05-24 06:25:02","2025-05-24 06:56:53","0","Anonymized","100","1910","1","2025-05-24 06:56:53","R_1WANNLzfyO4CTZo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6549-5906-6328-2882","0","0","20","100","91","81","0","0","0","71","75","71","2","1","2","","1","","41","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",587
"Anonymized","2025-05-24 02:51:53","2025-05-24 03:15:38","0","Anonymized","100","1425","1","2025-05-24 03:15:39","R_31ofyku7gxV8Cj3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5949-6575-6116-1052","34","67","43","92","77","67","23","32","22","68","78","67","2","1","1","","3","","68","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",194
"Anonymized","2025-05-24 05:59:51","2025-05-24 06:21:53","0","Anonymized","100","1322","1","2025-05-24 06:21:54","R_72RdDRlml4Ge1Sv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1715-8207-2175-0891","0","0","0","100","50","70","0","0","0","80","80","81","1","2","1","","3","","37","4","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",499
"Anonymized","2025-05-24 09:45:08","2025-05-24 10:07:11","0","Anonymized","100","1322","1","2025-05-24 10:07:11","R_7oYELUxfW4lbzGo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6303-0220-8914-6163","56","68","66","66","83","58","4","8","32","49","58","51","2","1","4","genderfluid","3","","30","8","associate degree","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1259
"Anonymized","2025-05-24 07:12:17","2025-05-24 07:33:10","0","Anonymized","100","1252","1","2025-05-24 07:33:10","R_1nfxQ7AX2YxRbQ7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1433-6088-7121-7281","0","0","70","10","10","10","0","0","0","50","50","50","2","1","1","","3","","56","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",755
"Anonymized","2025-05-24 02:39:59","2025-05-24 03:10:14","0","Anonymized","100","1814","1","2025-05-24 03:10:15","R_6IhmfmgBQkO0cg8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3064-9341-9154-9366","26","16","36","73","35","76","11","32","60","78","87","88","2","1","2","","3","","29","4","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",181
"Anonymized","2025-05-24 09:48:25","2025-05-24 10:11:11","0","Anonymized","100","1366","1","2025-05-24 10:11:11","R_3f9CeoN4cRf4alz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6030-3566-2569-1309","6","0","6","15","4","22","11","19","42","10","28","13","2","1","3","","3","","36","1","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",1271
"Anonymized","2025-05-24 04:47:07","2025-05-24 05:07:19","0","Anonymized","100","1212","1","2025-05-24 05:07:20","R_1EYTTJbPLqU62xX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2153-4804-5473-1090","31","11","3","100","74","76","0","0","0","70","72","74","2","1","2","","3","","61","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",325
"Anonymized","2025-05-24 08:24:56","2025-05-24 08:45:26","0","Anonymized","100","1229","1","2025-05-24 08:45:26","R_5XoBaSRyi51nJvz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8319-9121-1502-9437","25","25","25","100","100","100","0","0","0","95","95","95","2","2","2","","3","","69","3","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1068
"Anonymized","2025-05-24 04:23:02","2025-05-24 04:45:54","0","Anonymized","100","1372","1","2025-05-24 04:45:55","R_1hfn56S8rS8WnpS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3773-4845-3266-3786","45","44","22","44","43","50","0","0","0","75","75","64","2","1","1","","3","","57","3","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",292
"Anonymized","2025-05-24 08:03:30","2025-05-24 08:33:29","0","Anonymized","100","1798","1","2025-05-24 08:33:29","R_5gop5GTbReZyfnS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9352-3461-0246-0729","0","0","0","8","11","7","0","0","0","18","18","21","2","1","1","","4","","36","1","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",972
"Anonymized","2025-05-24 06:24:51","2025-05-24 06:46:17","0","Anonymized","100","1286","1","2025-05-24 06:46:18","R_5EaThWsbxUYSI3L","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4589-7303-8595-1387","0","0","0","10","0","0","0","0","0","10","70","20","2","1","2","","3","","42","1","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",592
"Anonymized","2025-05-24 08:04:05","2025-05-24 08:25:24","0","Anonymized","100","1279","1","2025-05-24 08:25:25","R_1OotrTWT6jAXKj7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6336-5674-4025-2971","0","0","0","0","0","0","70","80","70","0","0","0","2","1","1","","3","","72","5","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",976
"Anonymized","2025-05-24 07:49:05","2025-05-24 08:11:10","0","Anonymized","100","1324","1","2025-05-24 08:11:10","R_7PivA8hkWcwgFa1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7988-6868-5686-8926","2","10","6","67","66","88","27","0","16","50","50","49","2","1","2","","3","","30","2","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",954
"Anonymized","2025-05-24 07:38:17","2025-05-24 08:01:52","0","Anonymized","100","1414","1","2025-05-24 08:01:52","R_1VZ0QCIzmTNDWzT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0740-4780-4662-3282","100","72","100","100","91","93","0","0","0","100","99","100","2","1","1","","2","","25","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",889
"Anonymized","2025-05-24 05:13:37","2025-05-24 05:39:14","0","Anonymized","100","1536","1","2025-05-24 05:39:15","R_1sblezv5dcocxPH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8822-0059-5704-6110","19","79","14","50","93","81","2","1","0","89","100","93","2","1","1","","1","","20","2","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",384
"Anonymized","2025-05-24 04:16:58","2025-05-24 05:12:19","0","Anonymized","100","3320","1","2025-05-24 05:12:19","R_3ZCbst8RdRazzeQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0803-7785-5292-3410","0","0","0","29","50","40","0","0","0","29","50","50","2","1","1","","2","","43","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",285
"Anonymized","2025-05-24 07:20:24","2025-05-24 07:47:24","0","Anonymized","100","1620","1","2025-05-24 07:47:25","R_6rAWcgzCelY06gY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3441-4595-4687-8454","0","0","0","52","50","50","0","0","0","50","50","50","2","1","1","","2","","59","4","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",805
"Anonymized","2025-05-24 01:50:23","2025-05-24 02:57:29","0","Anonymized","100","4026","1","2025-05-24 02:57:30","R_1fB5szcLnJbLoq6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1213-1776-3902-8439","0","0","0","0","1","0","0","0","0","22","48","29","2","1","1","","4","","44","5","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",122
"Anonymized","2025-05-24 01:24:43","2025-05-24 01:44:06","0","Anonymized","100","1163","1","2025-05-24 01:44:06","R_7cSKiD3YCU8fCoC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2189-2779-8680-8605","7","8","2","27","14","16","0","0","0","13","9","4","2","1","2","","1","","20","1","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",71
"Anonymized","2025-05-24 06:28:32","2025-05-24 06:47:52","0","Anonymized","100","1160","1","2025-05-24 06:47:53","R_1LAK2bGwTSllffb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8895-4507-9073-5649","10","0","0","13","5","8","0","0","0","50","54","54","2","1","2","","3","","54","6","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",598
"Anonymized","2025-05-24 02:32:12","2025-05-24 02:50:42","0","Anonymized","100","1110","1","2025-05-24 02:50:43","R_6iWu2sEBJ08hk4D","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7801-4661-3174-7013","13","14","17","13","8","11","38","40","36","17","22","21","2","1","1","","2","","24","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",173
"Anonymized","2025-05-24 01:29:41","2025-05-24 02:03:47","0","Anonymized","100","2046","1","2025-05-24 02:03:47","R_7Jwws5rInAYnPjC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5753-0955-1777-5876","50","50","40","100","100","100","0","0","0","95","90","95","2","1","2","","3","","55","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",84
"Anonymized","2025-05-24 02:03:33","2025-05-24 02:39:09","0","Anonymized","100","2135","1","2025-05-24 02:39:09","R_1mKnJFVjpPZFudt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8400-4345-7150-0783","16","16","30","61","64","69","0","0","0","67","68","68","2","1","2","","3","","25","3","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",137
"Anonymized","2025-05-24 06:51:22","2025-05-24 07:11:49","0","Anonymized","100","1227","1","2025-05-24 07:11:50","R_5lbM5DK1xx9k6g2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8954-8694-9893-7529","20","10","10","58","55","60","22","0","0","4","49","5","2","1","2","","3","","39","7","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",711
"Anonymized","2025-05-24 08:22:08","2025-05-24 08:41:51","0","Anonymized","100","1182","1","2025-05-24 08:41:51","R_3tZ7Eo9yp4fEnAd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9437-6796-5264-2034","0","0","0","0","0","0","41","28","37","0","19","0","2","1","2","","3","","47","5","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",1055
"Anonymized","2025-05-24 04:13:41","2025-05-24 04:36:07","0","Anonymized","100","1345","1","2025-05-24 04:36:07","R_5M35AbRGxlMgbMG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7262-2310-8047-7148","0","0","0","77","70","70","0","0","0","34","46","29","2","1","1","","3","","37","3","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",280
"Anonymized","2025-05-24 09:48:12","2025-05-24 10:10:30","0","Anonymized","100","1338","1","2025-05-24 10:10:31","R_3pmSA53ezBfxD1Q","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8303-3212-5960-4308","53","53","53","56","56","55","41","43","42","40","40","43","2","1","1","","3","","19","3","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1268
"Anonymized","2025-05-24 09:54:05","2025-05-24 10:14:46","0","Anonymized","100","1240","1","2025-05-24 10:14:46","R_18UoUfFCxaa1Hek","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7295-0698-4885-4195","76","77","82","70","70","69","10","9","0","50","50","50","2","1","1","","3","","41","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",1310
